trade_date,open,high,low,close,volume,amount,pct_chg,ma25,ma60,dif,dea,macd
2019-02-19,632.67,633.99,620.46,623.96,29501.5,2164408.781,-1.25,582.9,531.42,25.3,23.75,3.1
2019-02-20,627.58,627.58,611.41,616.48,37882.37,2742919.644,-1.2,586.51,533.6,24.02,23.8,0.44
2019-02-21,614.78,623.72,612.21,614.99,29850.4,2163554.333,-0.24,589.98,535.86,22.62,23.56,-1.88
2019-02-22,612.21,622.02,609.74,619.91,25908.77,1867253.93,0.8,593.06,538.15,21.66,23.18,-3.04
2019-02-25,623.95,635.64,613.06,633.84,82622.59,6034261.367,2.25,597.08,540.68,21.77,22.9,-2.26
2019-02-26,638.51,639.69,619.9,621.05,57964.66,4265279.124,-2.02,599.38,543.11,20.59,22.44,-3.7
2019-02-27,625.88,647.24,624.17,632.45,65942.27,4908445.127,1.84,602.1,545.79,20.34,22.02,-3.36
2019-02-28,630.06,651.85,629.25,644.67,56986.25,4289145.218,1.93,605.37,548.74,20.89,21.79,-1.8
2019-03-01,650.21,674.55,649.78,673.95,63840.23,4952509.171,4.54,608.98,552.04,23.41,22.12,2.58
2019-03-04,678.81,681.66,663.63,667.59,84585.96,6661386.571,-0.94,612.22,555.32,24.62,22.62,4.0
2019-03-05,670.28,674.16,662.49,665.82,44830.56,3501155.936,-0.27,615.93,558.38,25.14,23.12,4.04
2019-03-06,661.74,665.58,653.95,655.76,46731.37,3602140.487,-1.51,619.43,560.75,24.46,23.39,2.14
2019-03-07,650.83,650.83,636.6,639.2,60180.53,4526351.877,-2.53,622.03,562.83,22.33,23.18,-1.7
2019-03-08,630.06,637.68,626.43,629.72,52275.25,3868415.483,-1.48,624.0,564.64,19.65,22.47,-5.64
2019-03-11,631.89,654.86,631.89,647.68,53057.24,4001728.73,2.85,626.79,567.02,18.76,21.73,-5.94
2019-03-12,652.19,652.2,631.0,636.13,52510.01,3946382.127,-1.78,628.84,569.27,16.92,20.77,-7.7
2019-03-13,636.55,649.57,636.55,643.81,40561.36,3058080.906,1.21,631.5,571.78,15.9,19.79,-7.78
2019-03-14,646.37,670.28,643.81,664.3,62172.56,4808607.656,3.18,634.52,574.56,16.56,19.15,-5.18
2019-03-15,662.59,672.41,653.07,663.7,52400.71,4084798.328,-0.09,637.41,577.24,16.84,18.69,-3.7
2019-03-18,664.98,695.49,663.45,691.7,81318.8,6499566.987,4.22,640.31,580.2,19.1,18.77,0.66
2019-03-19,685.65,689.85,676.51,676.77,40634.93,3244967.39,-2.16,642.86,583.04,19.46,18.91,1.1
2019-03-20,674.55,685.05,670.28,676.94,31117.52,2470811.128,0.02,644.82,585.92,19.53,19.03,1.0
2019-03-21,672.84,676.94,667.29,670.92,32573.28,2558222.913,-0.89,646.48,588.69,18.89,19.0,-0.22
2019-03-22,673.03,683.07,670.28,677.96,30517.5,2420497.823,1.05,648.85,591.77,18.73,18.95,-0.44
2019-03-25,671.13,672.84,660.29,662.25,37270.46,2903744.159,-2.32,650.06,594.63,17.14,18.59,-2.9
2019-03-26,666.01,671.08,652.43,660.03,37595.69,2914112.997,-0.34,651.5,597.56,15.52,17.97,-4.9
2019-03-27,666.86,677.86,661.74,673.26,42807.39,3366132.247,2.01,653.78,600.7,15.13,17.4,-4.54
2019-03-28,677.47,695.45,670.86,688.89,57566.76,4615969.704,2.32,656.73,604.13,15.9,17.1,-2.4
2019-03-29,712.97,740.02,708.84,729.18,90933.96,7702154.797,5.85,661.1,608.31,19.54,17.59,3.9
2019-04-01,734.32,741.96,726.63,733.46,60934.61,5228521.999,0.59,665.09,612.52,22.5,18.57,7.86
2019-04-02,734.31,734.31,713.87,725.78,53227.05,4496538.849,-1.05,669.28,616.22,23.96,19.65,8.62
2019-04-03,717.34,727.26,712.29,721.08,43056.8,3629854.319,-0.65,672.82,619.71,24.45,20.61,7.68
2019-04-04,717.24,739.27,713.99,738.58,55772.36,4763897.857,2.43,676.58,623.63,25.96,21.68,8.56
2019-04-08,768.47,775.3,760.03,768.64,66251.93,5944780.639,4.07,680.37,627.87,29.23,23.19,12.08
2019-04-09,771.03,775.47,762.07,772.74,47989.8,4308645.696,0.53,684.57,632.13,31.8,24.91,13.78
2019-04-10,771.03,812.78,768.47,809.45,67814.38,6331858.748,4.75,690.32,637.02,36.37,27.2,18.34
2019-04-11,809.45,811.16,773.21,789.99,61102.54,5643817.564,-2.4,695.69,641.42,37.99,29.36,17.26
2019-04-12,776.15,785.54,768.48,780.42,48612.17,4419349.981,-1.21,701.34,645.62,38.06,31.1,13.92
2019-04-15,794.94,801.77,774.45,774.45,45522.64,4205548.308,-0.77,707.12,649.48,37.21,32.32,9.78
2019-04-16,772.65,802.54,769.51,802.54,46423.44,4297385.218,3.63,713.32,653.96,38.35,33.53,9.64
2019-04-17,800.92,815.87,789.82,812.87,40761.02,3848216.557,1.29,720.39,658.12,39.64,34.75,9.78
2019-04-18,807.24,815.16,799.4,807.32,19598.52,1853076.08,-0.68,726.93,662.17,39.75,35.75,8.0
2019-04-19,806.0,820.51,795.2,813.35,32379.78,3064971.032,0.75,732.89,666.34,39.87,36.57,6.6
2019-04-22,819.27,835.83,803.14,810.48,40627.96,3897168.684,-0.35,738.76,670.12,39.28,37.12,4.32
2019-04-23,812.02,837.82,810.48,832.47,48852.05,4725480.295,2.71,744.39,674.22,40.12,37.72,4.8
2019-04-24,836.68,845.32,812.2,828.24,45227.0,4383873.128,-0.51,750.45,678.47,39.98,38.17,3.62
2019-04-25,827.21,831.65,812.2,813.19,39801.34,3822767.525,-1.82,755.9,682.55,38.22,38.18,0.08
2019-04-26,808.0,819.6,806.89,806.89,43277.68,4119727.292,-0.77,761.34,686.43,35.91,37.73,-3.64
2019-04-29,806.89,844.46,798.35,829.92,52572.3,5086408.528,2.85,767.42,690.59,35.52,37.28,-3.52
2019-04-30,826.53,841.01,822.36,831.65,35943.18,3503937.512,0.21,774.19,694.82,34.95,36.82,-3.74
2019-05-06,790.24,798.35,762.49,773.59,135099.68,12299395.806,-6.98,778.74,697.96,29.47,35.35,-11.76
2019-05-07,762.73,780.37,743.04,759.93,100837.26,9045117.765,-1.77,782.2,701.01,23.75,33.03,-18.56
2019-05-08,734.32,770.01,734.32,755.15,81882.98,7217709.507,-0.63,784.85,703.78,18.62,30.15,-23.06
2019-05-09,747.12,751.28,719.37,733.3,91545.15,7863312.116,-2.89,785.02,706.14,12.65,26.65,-28.0
2019-05-10,747.69,777.67,741.31,774.55,79907.38,7121198.718,5.63,786.66,708.73,11.11,23.54,-24.86
2019-05-13,767.5,777.84,754.81,761.64,46637.18,4179329.433,-1.67,788.1,711.21,8.75,20.58,-23.66
2019-05-14,755.66,773.59,745.42,757.0,59983.12,5349455.647,-0.61,789.53,713.36,6.43,17.75,-22.64
2019-05-15,760.14,796.65,760.14,791.52,63124.25,5778791.845,4.56,791.65,716.06,7.3,15.66,-16.72
2019-05-16,784.69,795.79,772.74,794.01,44540.12,4108281.95,0.31,792.67,718.98,8.09,14.15,-12.12
2019-05-17,791.54,796.05,768.55,774.27,49841.61,4551116.799,-2.49,792.73,721.36,7.04,12.73,-11.38
2019-05-20,768.47,768.47,743.71,755.63,44407.99,3931645.928,-2.41,790.57,723.55,4.66,11.11,-12.9
2019-05-21,755.66,777.01,744.58,764.2,42385.65,3791406.204,1.13,789.54,726.01,3.42,9.57,-12.3
2019-05-22,764.18,771.88,751.39,758.22,32041.58,2853872.828,-0.78,788.66,728.4,1.93,8.05,-12.24
2019-05-23,752.25,754.79,731.09,735.17,58058.63,5062812.286,-3.04,787.08,730.32,-1.09,6.22,-14.62
2019-05-24,738.58,755.66,738.11,750.11,44034.09,3858962.204,2.03,784.99,732.26,-2.26,4.52,-13.56
2019-05-27,750.62,753.95,734.36,750.54,39161.91,3417213.669,0.06,782.49,734.42,-3.11,3.0,-12.22
2019-05-28,749.68,774.86,747.14,758.22,74772.77,6670856.081,1.02,780.53,736.51,-3.14,1.77,-9.82
2019-05-29,758.23,789.77,758.23,778.64,65646.96,5963755.397,2.69,779.14,738.75,-1.49,1.12,-5.22
2019-05-30,777.01,785.54,760.97,772.99,40247.2,3634187.681,-0.72,777.64,740.4,-0.63,0.77,-2.8
2019-05-31,768.92,774.44,759.93,759.93,35793.8,3211384.923,-1.69,774.74,741.94,-0.99,0.42,-2.82
2019-06-03,761.64,769.62,756.75,761.64,34479.24,3076922.33,0.22,772.08,743.53,-1.13,0.11,-2.48
2019-06-04,764.2,764.57,743.71,747.38,39689.48,3481384.251,-1.87,769.44,745.06,-2.36,-0.39,-3.94
2019-06-05,754.81,756.74,742.85,744.22,34067.36,2988114.67,-0.42,766.94,746.81,-3.55,-1.02,-5.06
2019-06-06,747.65,747.78,732.61,736.13,34786.85,3009567.792,-1.09,763.19,748.58,-5.09,-1.83,-6.52
2019-06-10,732.59,750.5,717.24,743.78,55502.46,4790052.574,1.04,759.67,750.19,-5.62,-2.59,-6.06
2019-06-11,747.98,781.8,747.12,777.77,80106.44,7209086.88,4.57,759.84,752.55,-3.27,-2.73,-1.08
2019-06-12,773.78,777.85,763.35,774.19,37747.4,3420899.273,-0.46,760.41,754.72,-1.67,-2.52,1.7
2019-06-13,777.01,778.97,765.91,777.01,32917.42,2984741.685,0.36,761.28,756.6,-0.18,-2.05,3.74
2019-06-14,777.86,796.05,777.03,779.57,42455.04,3905679.105,0.33,763.13,758.53,1.2,-1.4,5.2
2019-06-17,774.45,791.47,773.61,778.37,32769.03,3001512.189,-0.15,763.29,759.97,2.17,-0.68,5.7
2019-06-18,782.98,785.55,770.69,782.98,29441.38,2687679.912,0.59,764.14,761.74,3.28,0.11,6.34
2019-06-19,802.62,808.34,795.8,795.8,53726.4,5051192.622,1.64,765.69,763.72,5.12,1.11,8.02
2019-06-20,796.22,832.94,795.96,832.51,67271.97,6468666.073,4.61,767.33,766.42,9.44,2.78,13.32
2019-06-21,828.21,840.61,823.54,833.62,45926.75,4482726.902,0.13,768.92,769.01,12.81,4.78,16.06
2019-06-24,835.33,853.59,832.51,842.84,45779.2,4532526.991,1.11,771.66,772.02,16.03,7.03,18.0
2019-06-25,847.02,853.0,825.68,839.32,51295.95,5035624.42,-0.42,775.01,775.01,18.1,9.25,17.7
2019-06-26,841.05,841.05,829.28,836.66,29588.18,2896585.581,-0.32,777.9,777.73,19.3,11.26,16.08
2019-06-27,841.05,854.71,837.73,850.74,47978.45,4772724.089,1.68,781.61,780.43,21.14,13.23,15.82
2019-06-28,854.38,856.89,841.68,852.66,31088.4,3050739.277,-1.24,786.3,782.49,22.49,15.08,14.82
2019-07-01,870.44,897.37,866.71,894.13,52337.23,5325575.854,4.86,792.07,785.17,26.61,17.39,18.44
2019-07-02,888.19,892.09,880.39,888.19,39061.09,3989722.046,-0.66,797.57,787.87,29.05,19.72,18.66
2019-07-03,883.85,886.45,850.49,856.04,67139.32,6717755.678,-3.62,801.48,790.12,28.08,21.39,13.38
2019-07-04,854.22,858.55,841.58,850.23,46216.68,4531686.001,-0.68,804.35,791.98,26.52,22.42,8.2
2019-07-05,854.39,871.72,845.99,866.37,50032.71,4968920.475,1.9,808.08,793.61,26.29,23.19,6.2
2019-07-08,862.23,864.7,844.86,853.4,33613.52,3313713.091,-1.5,811.82,794.96,24.78,23.51,2.54
2019-07-09,848.59,856.99,839.1,845.78,31723.32,3103986.405,-0.89,815.19,795.56,22.7,23.35,-1.3
2019-07-10,850.0,858.36,846.59,851.38,28166.7,2774054.724,0.66,819.35,796.59,21.26,22.93,-3.34
2019-07-11,857.82,865.12,845.73,850.49,30514.19,3011117.079,-0.1,823.6,797.75,19.82,22.31,-4.98
2019-07-12,850.32,859.16,849.2,854.47,28173.85,2778937.975,0.47,828.33,799.09,18.79,21.6,-5.62
2019-07-15,838.62,849.28,824.18,845.67,59870.4,5785726.59,-1.03,832.41,799.81,17.06,20.7,-7.28
2019-07-16,845.25,851.19,836.19,838.79,33245.24,3226755.644,-0.81,834.85,800.24,14.96,19.55,-9.18
2019-07-17,838.79,843.12,833.71,834.89,25468.87,2459954.487,-0.46,837.28,800.7,12.84,18.21,-10.74
2019-07-18,833.16,834.46,820.75,821.03,39252.95,3748507.464,-1.66,839.04,800.82,9.92,16.55,-13.26
2019-07-19,827.53,832.56,821.46,828.28,28014.81,2679887.449,0.88,840.99,801.12,8.1,14.86,-13.52
2019-07-22,831.86,835.33,823.41,829.28,28125.49,2695084.029,0.12,843.02,801.07,6.66,13.22,-13.12
2019-07-23,833.86,834.11,817.88,826.65,32483.95,3087319.264,-0.32,844.77,801.04,5.25,11.63,-12.76
2019-07-24,830.4,831.78,818.6,820.04,46771.2,4450509.786,-0.8,845.74,801.16,3.55,10.01,-12.92
2019-07-25,819.7,834.77,812.93,834.46,38255.7,3633246.146,1.76,845.82,801.62,3.34,8.68,-10.68
2019-07-26,833.57,841.39,830.61,836.22,26467.59,2556208.822,0.21,845.92,801.72,3.27,7.6,-8.66
2019-07-29,833.62,848.76,831.87,846.08,26981.33,2626793.557,1.18,846.05,801.96,3.96,6.87,-5.82
2019-07-30,846.16,851.79,841.39,848.27,19537.97,1911965.179,0.26,846.41,803.21,4.64,6.42,-3.56
2019-07-31,844.86,850.73,837.57,842.78,22526.2,2191909.987,-0.65,846.65,804.59,4.68,6.07,-2.78
2019-08-01,846.17,846.59,825.81,831.26,35089.52,3385045.858,-1.37,845.87,805.86,3.73,5.61,-3.76
2019-08-02,818.0,830.11,817.13,827.05,39719.4,3772328.947,-0.51,844.85,807.42,2.62,5.01,-4.78
2019-08-05,818.86,826.66,814.53,816.64,36774.31,3473341.317,-1.26,841.75,808.12,0.88,4.18,-6.6
2019-08-06,806.73,821.46,800.49,819.99,43991.16,4121445.01,0.41,839.02,809.09,-0.22,3.3,-7.04
2019-08-07,822.76,827.99,818.86,818.86,26869.98,2553463.419,-0.14,837.53,810.12,-1.17,2.41,-7.16
2019-08-08,826.23,843.99,824.93,841.98,38808.13,3755086.99,2.82,837.2,810.96,-0.06,1.91,-3.94
2019-08-09,847.89,850.02,830.99,833.62,28461.7,2760764.357,-0.99,835.89,811.62,0.15,1.56,-2.82
2019-08-12,875.46,883.94,862.2,882.67,81498.95,8208540.716,5.88,837.07,813.43,4.22,2.09,4.26
2019-08-13,880.53,889.05,875.78,882.08,30329.7,3088013.76,-0.07,838.52,815.54,7.31,3.14,8.34
2019-08-14,892.54,911.5,892.54,904.07,41410.95,4327071.299,2.49,840.62,817.87,11.41,4.79,13.24
2019-08-15,890.79,906.8,890.79,905.43,27237.39,2821331.12,0.15,842.82,820.32,14.6,6.75,15.7
2019-08-16,909.71,932.01,902.05,913.84,36086.73,3822488.363,0.93,845.2,823.3,17.6,8.92,17.36
2019-08-19,919.38,927.16,909.03,914.94,32867.58,3471558.016,0.12,847.97,826.05,19.84,11.11,17.46
2019-08-20,914.18,930.37,909.85,927.18,28602.13,3038219.263,1.34,851.5,828.99,22.34,13.35,17.98
2019-08-21,927.27,933.22,919.95,923.71,25066.62,2678841.887,-0.37,855.06,831.75,23.77,15.44,16.66
2019-08-22,929.77,956.64,927.18,956.64,37590.78,4099045.126,3.56,860.48,834.72,27.25,17.8,18.9
2019-08-23,957.51,982.26,949.38,979.26,40192.3,4495782.91,2.36,866.52,838.15,31.47,20.53,21.88
2019-08-26,964.44,977.44,950.3,955.73,48497.89,5382792.365,-2.4,871.58,841.42,32.54,22.93,19.22
2019-08-27,967.91,980.31,960.97,960.97,52164.21,5830617.878,0.55,876.95,844.74,33.42,25.03,16.78
2019-08-28,960.97,973.27,938.45,953.27,47009.67,5169778.985,-0.8,882.28,848.17,33.12,26.65,12.94
2019-08-29,957.51,968.93,946.68,964.53,29330.42,3247704.307,1.18,887.48,851.84,33.4,28.0,10.8
2019-08-30,974.84,993.04,973.11,989.57,44890.77,5093877.152,2.6,893.62,856.07,35.24,29.45,11.58
2019-09-02,987.83,992.15,978.3,986.76,28234.33,3210850.606,-0.28,899.24,860.12,36.06,30.77,10.58
2019-09-03,987.84,997.39,977.92,987.84,29485.09,3358578.409,0.11,904.83,863.62,36.37,31.89,8.96
2019-09-04,988.53,990.36,970.6,974.85,33600.22,3785904.728,-1.31,910.11,866.96,35.17,32.55,5.24
2019-09-05,978.3,992.08,977.44,991.3,32930.84,3746608.087,1.69,916.51,870.53,35.14,33.06,4.16
2019-09-06,991.74,993.17,980.04,989.99,26176.59,2978155.822,-0.13,923.03,874.04,34.61,33.37,2.48
2019-09-09,992.17,994.77,983.5,984.82,29379.34,3346080.774,-0.52,929.76,877.48,33.38,33.38,0.0
2019-09-10,982.9,983.5,970.51,973.84,26227.07,2952753.655,-1.11,935.91,880.66,31.17,32.93,-3.52
2019-09-11,969.83,970.48,925.45,926.76,81716.54,8904690.56,-4.83,940.23,882.85,25.32,31.41,-12.18
2019-09-12,923.71,961.82,923.71,952.31,41211.33,4498210.332,2.76,944.64,884.84,22.49,29.63,-14.28
2019-09-16,938.44,956.6,938.44,952.31,31371.8,3432292.113,0.0,949.39,886.82,20.02,27.71,-15.38
2019-09-17,947.98,958.95,941.91,947.98,25196.93,2767385.769,-0.45,952.0,888.57,17.51,25.67,-16.32
2019-09-18,960.54,996.5,960.26,995.55,69314.47,7899560.194,5.02,956.54,891.18,19.14,24.36,-10.44
2019-09-19,994.77,996.5,985.32,992.17,24479.8,2800064.436,-0.34,960.06,893.77,19.92,23.47,-7.1
2019-09-20,997.37,1005.17,994.41,1002.93,37626.66,4346138.244,1.08,963.96,896.3,21.17,23.01,-3.68
2019-09-23,1002.57,1002.57,980.04,995.63,30026.33,3431058.973,-0.73,967.23,898.69,21.33,22.68,-2.7
2019-09-24,1000.83,1026.74,998.23,1025.96,36269.13,4259833.998,3.05,971.67,900.88,23.62,22.86,1.52
2019-09-25,1022.5,1030.18,1014.27,1017.3,24024.58,2832308.42,-0.84,975.28,903.04,24.46,23.18,2.56
2019-09-26,1018.11,1025.4,1004.14,1011.23,26081.94,3050478.322,-0.6,978.78,905.62,24.36,23.42,1.88
2019-09-27,1008.63,1025.1,999.1,1017.95,22826.61,2671754.323,0.66,981.23,908.42,24.53,23.64,1.78
2019-09-30,1007.77,1013.34,996.5,996.5,30825.14,3565988.675,-2.11,981.92,910.59,22.68,23.45,-1.54
2019-10-08,999.1,1022.5,998.24,1011.32,31045.27,3631091.491,1.49,984.15,913.22,22.15,23.19,-2.08
2019-10-09,1010.54,1010.54,983.55,993.74,35788.57,4105282.379,-1.74,985.46,915.69,20.09,22.57,-4.96
2019-10-10,976.57,1004.24,960.99,1000.83,41173.7,4685560.483,0.71,987.36,918.18,18.8,21.82,-6.04
2019-10-11,1002.57,1018.16,998.42,1017.82,28689.25,3343559.812,1.7,989.49,920.96,18.94,21.24,-4.6
2019-10-14,1027.7,1029.13,1013.83,1022.5,27187.51,3209362.988,0.46,990.81,923.77,19.2,20.83,-3.26
2019-10-15,1022.5,1053.41,1019.92,1049.36,40034.73,4806856.333,2.63,993.31,927.16,21.33,20.93,0.8
2019-10-16,1012.1,1029.0,1005.17,1013.83,59150.59,6935972.684,-3.39,994.35,930.08,19.92,20.73,-1.62
2019-10-17,1019.03,1028.27,1007.33,1025.38,30508.7,3578144.114,1.14,996.37,933.25,19.51,20.49,-1.96
2019-10-18,1021.63,1031.15,1015.3,1018.85,28291.61,3335011.086,-0.64,997.47,936.55,18.45,20.08,-3.26
2019-10-21,1015.44,1021.54,1008.03,1012.53,25274.67,2955023.935,-0.62,998.38,939.62,16.9,19.44,-5.08
2019-10-22,1020.76,1023.8,1008.54,1014.53,19309.43,2262188.262,0.2,999.56,942.71,15.66,18.69,-6.06
2019-10-23,1012.1,1020.76,1001.8,1004.22,23080.21,2684922.174,-1.02,1000.78,945.67,13.68,17.68,-8.0
2019-10-24,1009.46,1010.37,994.04,996.74,26178.44,3025245.582,-0.75,1003.58,948.61,11.38,16.42,-10.08
2019-10-25,999.36,1016.0,990.46,1015.0,25998.45,3015928.985,1.83,1006.09,951.62,10.9,15.32,-8.84
2019-10-28,1010.37,1023.37,1009.5,1021.02,22485.99,2644563.044,0.59,1008.83,954.7,10.88,14.43,-7.1
2019-10-29,1023.46,1039.79,1020.56,1033.76,27803.71,3314271.728,1.25,1012.27,957.83,11.76,13.9,-4.28
2019-10-30,1031.16,1033.5,1019.03,1025.79,21254.75,2516524.166,-0.77,1013.48,960.79,11.68,13.45,-3.54
2019-10-31,1036.36,1038.09,1019.16,1022.51,25909.27,3068884.874,-0.32,1014.69,963.78,11.22,13.01,-3.58
2019-11-01,1023.36,1032.85,1016.0,1026.83,22811.96,2697638.375,0.42,1015.65,967.04,11.08,12.62,-3.08
2019-11-04,1031.16,1048.48,1030.3,1039.47,26737.98,3209264.033,1.23,1017.4,970.58,11.85,12.47,-1.24
2019-11-05,1039.39,1044.16,1032.9,1038.96,22254.72,2667596.023,-0.05,1017.92,974.29,12.28,12.43,-0.3
2019-11-06,1037.23,1043.29,1030.19,1033.76,19737.51,2362005.422,-0.5,1018.58,977.85,12.06,12.36,-0.6
2019-11-07,1036.8,1041.46,1030.3,1041.01,16167.88,1933203.877,0.7,1019.77,981.55,12.33,12.35,-0.04
2019-11-08,1044.16,1053.39,1041.14,1044.16,24512.11,2964133.776,0.3,1020.82,984.92,12.65,12.41,0.48
2019-11-11,1041.13,1045.2,1034.2,1038.96,17342.46,2082060.83,-0.5,1022.52,988.35,12.34,12.4,-0.12
2019-11-12,1043.29,1048.15,1038.28,1041.21,19150.55,2303205.539,0.22,1023.71,990.99,12.14,12.35,-0.42
2019-11-13,1045.89,1063.92,1039.83,1060.62,31977.04,3890666.569,1.86,1026.39,993.96,13.39,12.55,1.68
2019-11-14,1063.22,1074.49,1058.89,1065.82,23521.12,2898399.7,0.49,1028.99,996.66,14.64,12.97,3.34
2019-11-15,1065.82,1068.34,1058.46,1061.4,16340.72,2003665.313,-0.41,1030.73,999.26,15.09,13.4,3.38
2019-11-18,1061.59,1065.35,1055.43,1063.47,18037.66,2204546.132,0.19,1032.37,1001.75,15.44,13.8,3.28
2019-11-19,1064.09,1075.88,1061.51,1067.83,20623.75,2542105.913,0.41,1033.11,1004.3,15.89,14.22,3.34
2019-11-20,1065.82,1074.06,1064.14,1069.07,15280.53,1884957.278,0.12,1035.32,1006.67,16.15,14.61,3.08
2019-11-21,1066.69,1070.6,1058.08,1066.95,19187.39,2356277.766,-0.2,1036.98,1009.05,16.01,14.89,2.24
2019-11-22,1059.76,1064.96,1026.83,1034.63,47054.28,5677646.465,-3.03,1037.61,1010.35,13.13,14.54,-2.82
2019-11-25,1029.47,1034.63,1015.62,1024.28,38281.75,4518778.939,-1.0,1038.08,1011.1,9.91,13.61,-7.4
2019-11-26,1028.29,1038.61,1025.1,1026.83,40239.61,4794179.893,0.25,1038.57,1012.29,7.47,12.38,-9.82
2019-11-27,1033.59,1036.9,1026.41,1031.12,19848.81,2363839.726,0.42,1039.65,1013.46,5.82,11.07,-10.5
2019-11-28,1035.47,1037.67,1012.98,1018.86,28844.99,3405325.549,-1.19,1040.53,1014.55,3.48,9.55,-12.14
2019-11-29,1009.93,1009.93,964.34,978.3,82397.32,9338326.554,-3.98,1039.06,1014.78,-1.63,7.32,-17.9
2019-12-02,968.95,987.85,968.95,981.77,30784.41,3479717.421,0.35,1037.49,1014.65,-5.34,4.78,-20.24
2019-12-03,981.77,981.77,968.55,968.77,27340.93,3066695.648,-1.32,1034.9,1014.35,-9.22,1.98,-22.4
2019-12-04,987.84,991.87,968.77,972.52,35283.08,3980511.004,0.39,1032.76,1014.1,-11.85,-0.78,-22.14
2019-12-05,974.84,980.91,968.77,979.0,21338.79,2402503.47,0.67,1031.02,1014.16,-13.26,-3.28,-19.96
2019-12-06,984.34,1013.83,979.26,1013.83,39506.26,4565643.688,3.56,1030.5,1014.54,-11.44,-4.91,-13.06
2019-12-09,1018.16,1019.03,1001.79,1004.04,21824.12,2543532.527,-0.97,1029.09,1014.77,-10.66,-6.06,-9.2
2019-12-10,1004.82,1009.5,997.37,1008.98,15086.58,1749356.289,0.49,1027.89,1015.18,-9.54,-6.76,-5.56
2019-12-11,1012.1,1014.48,1001.31,1004.28,14567.99,1689987.674,-0.47,1026.71,1015.68,-8.93,-7.19,-3.48
2019-12-12,1001.7,1005.11,979.24,985.24,29409.16,3362699.683,-1.9,1024.48,1016.66,-9.86,-7.72,-4.28
2019-12-13,993.04,1009.5,993.04,1007.77,30000.59,3473927.971,2.29,1023.02,1017.58,-8.68,-7.92,-1.52
2019-12-16,1007.77,1007.77,986.05,994.7,30936.42,3554133.64,-1.3,1021.25,1018.29,-8.71,-8.07,-1.28
2019-12-17,996.24,1016.95,990.46,1013.81,42616.96,4937041.95,1.92,1020.16,1019.39,-7.1,-7.88,1.56
2019-12-18,1017.3,1018.34,1008.63,1012.1,19640.09,2295963.803,-0.17,1018.21,1019.66,-5.9,-7.48,3.16
2019-12-19,1007.77,1007.77,998.23,1002.91,19552.3,2262598.597,-0.91,1015.7,1019.84,-5.62,-7.11,2.98
2019-12-20,1007.06,1007.06,989.14,993.3,23563.84,2703612.358,-0.96,1012.97,1019.68,-6.1,-6.91,1.62
2019-12-23,986.97,1007.33,984.37,995.89,25919.18,2981937.538,0.26,1010.27,1019.69,-6.21,-6.77,1.12
2019-12-24,999.1,1000.83,992.17,994.77,11823.1,1358536.199,-0.11,1007.35,1019.17,-6.31,-6.68,0.74
2019-12-25,990.44,990.44,979.18,982.38,24305.97,2755735.164,-1.25,1003.88,1018.58,-7.3,-6.8,-1.0
2019-12-26,980.9,989.55,970.5,983.59,22877.27,2585996.501,0.12,1000.55,1018.12,-7.9,-7.02,-1.76
2019-12-27,996.5,1015.56,996.5,1007.77,47066.28,5486452.901,2.46,999.47,1017.95,-6.36,-6.89,1.06
2019-12-30,1014.01,1035.93,1014.01,1027.52,40760.66,4827682.057,1.96,999.6,1018.47,-3.49,-6.21,5.44
2019-12-31,1025.1,1029.43,1019.47,1025.1,22588.81,2666705.1,-0.24,999.53,1018.7,-1.41,-5.25,7.68
2020-01-02,977.38,992.17,966.99,979.12,148099.16,16696837.095,,997.45,1018.46,-3.42,-4.88,2.92
2020-01-03,967.85,967.85,933.11,934.55,130318.78,14266380.596,-4.55,994.08,1017.35,-8.52,-5.61,-5.82
2020-01-06,927.87,946.97,924.79,934.05,63414.78,6853917.601,-0.05,992.31,1015.96,-12.45,-6.98,-10.94
2020-01-07,933.63,952.26,932.67,948.38,47853.59,5220697.068,1.53,990.97,1014.72,-14.25,-8.43,-11.64
2020-01-08,940.17,949.22,938.03,942.85,25008.25,2720371.915,-0.58,989.94,1012.94,-15.94,-9.93,-12.02
2020-01-09,947.92,957.79,944.46,955.46,37405.87,4110949.814,1.34,989.26,1011.97,-16.07,-11.16,-9.82
2020-01-10,960.92,966.98,955.29,963.95,35975.87,3993457.118,0.89,988.65,1010.95,-15.32,-11.99,-6.66
2020-01-13,963.95,978.42,963.52,974.15,38515.75,4325687.959,1.06,987.07,1010.2,-13.74,-12.34,-2.8
2020-01-14,974.09,974.69,955.72,959.54,35144.65,3916300.79,-1.5,985.29,1009.32,-13.51,-12.58,-1.86
2020-01-15,960.93,971.84,957.46,963.63,26029.11,2895603.674,0.43,983.47,1008.47,-12.85,-12.63,-0.44
2020-01-16,969.47,969.47,955.36,959.19,23191.65,2571593.141,-0.46,981.67,1007.72,-12.54,-12.61,0.14
2020-01-17,961.79,964.2,954.0,959.62,23472.75,2599645.144,0.05,980.64,1007.1,-12.12,-12.51,0.78
2020-01-20,963.4,963.4,937.53,945.32,35391.3,3858246.844,-1.49,978.15,1005.94,-12.79,-12.57,-0.44
2020-01-21,936.66,941.86,929.12,931.72,32874.05,3542441.308,-1.44,975.63,1004.45,-14.26,-12.91,-2.7
