trade_date,open,high,low,close,volume,amount,pct_chg,ma25,ma60,dif,dea,macd
2018-03-06,610.38,612.56,586.91,604.7,64570.36,4581658.583,-0.26,615.72,,-2.17,-2.54,0.74
2018-03-07,601.96,609.53,596.9,597.78,34595.94,2480929.043,-1.14,613.88,,-3.22,-2.67,-1.1
2018-03-08,601.11,609.53,596.06,608.49,35349.3,2540452.0,1.79,612.32,,-3.15,-2.77,-0.76
2018-03-09,612.52,616.75,609.11,613.07,30171.0,2199081.672,0.75,610.67,,-2.69,-2.75,0.12
2018-03-12,614.21,617.89,608.5,609.49,39888.41,2900950.557,-0.58,610.25,,-2.59,-2.72,0.26
2018-03-13,608.69,611.72,597.75,598.04,38577.09,2764426.996,-1.88,609.18,,-3.39,-2.85,-1.08
2018-03-14,597.47,612.97,595.41,611.96,37355.76,2683830.11,2.33,607.92,,-2.87,-2.86,-0.02
2018-03-15,612.92,628.9,612.92,628.45,56148.79,4161645.76,2.7,607.54,,-1.11,-2.51,2.8
2018-03-16,629.4,634.77,622.06,622.88,35855.52,2676682.524,-0.89,607.52,,-0.17,-2.04,3.74
2018-03-19,626.35,634.78,622.16,634.35,38666.58,2897348.542,1.84,608.7,,1.49,-1.33,5.64
2018-03-20,631.42,633.11,623.0,629.51,28877.2,2154897.794,-0.76,610.01,,2.38,-0.59,5.94
2018-03-21,631.52,634.04,623.0,624.69,26742.71,1996584.261,-0.77,611.99,,2.67,0.06,5.22
2018-03-22,626.37,629.74,609.54,611.28,37486.97,2748721.669,-2.15,612.83,,1.8,0.41,2.78
2018-03-23,590.17,609.1,589.4,598.64,52546.77,3727044.98,-2.07,613.76,,0.08,0.34,-0.52
2018-03-26,596.06,602.01,590.91,600.69,46256.11,3276880.07,0.34,614.3,,-1.1,0.05,-2.3
2018-03-27,608.69,611.12,592.7,601.74,47548.44,3399900.239,0.18,614.39,,-1.92,-0.34,-3.16
2018-03-28,589.3,591.85,563.23,574.22,113539.72,7786098.263,-4.57,613.17,,-4.75,-1.22,-7.06
2018-03-29,574.34,587.52,554.31,580.15,79081.96,5362890.034,1.03,611.37,,-6.43,-2.26,-8.34
2018-03-30,577.54,583.86,572.39,575.54,36540.28,2502696.336,-0.8,609.39,,-8.04,-3.42,-9.24
2018-04-02,572.49,581.75,567.53,572.54,32039.08,2185060.765,-0.52,607.25,618.36,-9.46,-4.63,-9.66
2018-04-03,570.81,578.38,568.61,570.73,40235.58,2737509.485,-0.32,605.23,617.99,-10.6,-5.82,-9.56
2018-04-04,574.17,589.69,572.81,584.29,56891.31,3948712.791,2.37,604.17,617.69,-10.29,-6.72,-7.14
2018-04-09,586.89,593.9,581.04,587.9,30833.05,2149178.951,0.62,602.69,617.14,-9.65,-7.3,-4.7
2018-04-10,593.37,596.48,588.03,596.08,32043.25,2252069.676,1.39,601.74,616.72,-8.38,-7.52,-1.72
2018-04-11,597.75,601.77,591.87,593.84,25723.18,1822237.882,-0.38,601.24,616.06,-7.47,-7.51,0.08
2018-04-12,592.7,595.12,582.78,584.44,30713.61,2139139.504,-1.58,600.43,614.82,-7.42,-7.49,0.14
2018-04-13,588.07,590.17,576.77,578.27,27549.52,1904051.062,-1.06,599.65,613.43,-7.79,-7.55,-0.48
2018-04-16,572.98,578.26,569.96,573.65,32939.67,2241463.093,-0.8,598.26,612.12,-8.36,-7.71,-1.3
2018-04-17,576.7,577.02,560.37,560.87,35172.76,2377407.817,-2.23,596.17,610.41,-9.73,-8.12,-3.22
2018-04-18,564.91,564.91,543.02,551.98,62616.6,4104175.827,-1.59,593.87,608.59,-11.4,-8.77,-5.26
2018-04-19,555.53,572.49,552.84,572.46,44207.57,2976468.492,3.71,592.85,607.28,-10.95,-9.21,-3.48
2018-04-20,573.33,584.28,562.58,564.29,41511.68,2831559.751,-1.43,590.94,606.19,-11.12,-9.59,-3.06
2018-04-23,560.71,572.77,560.71,567.45,32659.2,2196761.047,0.56,588.5,605.12,-10.87,-9.85,-2.04
2018-04-24,569.12,583.86,568.28,580.81,47282.56,3252280.969,2.35,586.82,604.27,-9.49,-9.78,0.58
2018-04-25,580.07,582.59,575.03,581.73,25252.22,1738767.067,0.16,584.71,603.11,-8.23,-9.47,2.48
2018-04-26,582.59,582.83,566.6,571.0,35047.9,2378744.475,-1.84,582.37,601.77,-8.0,-9.17,2.34
2018-04-27,576.91,579.53,551.44,557.78,57915.21,3866680.412,-2.31,579.69,600.34,-8.78,-9.09,0.62
2018-05-02,555.65,563.22,543.07,562.24,70259.11,4589885.607,0.8,577.73,598.92,-8.94,-9.06,0.24
2018-05-03,560.7,567.17,553.97,564.81,36326.53,2426248.236,0.46,576.38,597.43,-8.76,-9.0,0.48
2018-05-04,564.9,568.14,556.13,558.07,37375.84,2492610.223,-1.19,574.68,596.39,-9.06,-9.01,-0.1
2018-05-07,555.61,590.91,553.77,587.79,85591.43,5858519.223,5.33,574.12,595.78,-6.81,-8.57,3.52
2018-05-08,587.67,599.54,587.67,596.76,62497.83,4414037.853,1.53,575.02,595.0,-4.26,-7.71,6.9
2018-05-09,596.97,599.68,586.9,590.97,32331.06,2267880.036,-0.97,575.45,594.21,-2.68,-6.7,8.04
2018-05-10,592.27,602.8,592.27,601.27,39293.8,2794919.589,1.74,576.48,593.85,-0.58,-5.48,9.8
2018-05-11,605.06,615.01,602.55,604.5,39141.65,2826877.192,0.54,577.76,593.84,1.32,-4.12,10.88
2018-05-14,609.53,625.53,609.53,625.03,51014.71,3753818.029,3.4,579.93,594.31,4.44,-2.41,13.7
2018-05-15,628.06,628.43,617.95,625.58,38055.8,2811622.722,0.09,581.58,595.15,6.87,-0.55,14.84
2018-05-16,623.0,627.77,617.35,618.39,30795.2,2275092.45,-1.15,582.8,595.62,8.12,1.18,13.88
2018-05-17,618.9,620.9,609.53,612.38,28517.93,2077476.64,-0.97,583.45,596.24,8.54,2.65,11.78
2018-05-18,609.53,623.85,607.17,622.43,29255.17,2140724.039,1.64,584.6,596.82,9.56,4.04,11.04
2018-05-21,626.37,629.15,616.67,618.64,29059.58,2150582.003,-0.61,585.97,597.15,9.96,5.22,9.48
2018-05-22,618.98,622.87,614.6,622.64,16998.96,1250693.946,0.65,587.74,597.44,10.47,6.27,8.4
2018-05-23,623.0,623.0,609.18,609.35,28268.71,2061375.201,-2.14,589.17,597.18,9.69,6.95,5.48
2018-05-24,606.17,613.46,600.27,602.29,30416.34,2191695.815,-1.16,590.83,596.8,8.41,7.25,2.32
2018-05-25,599.43,612.06,599.43,603.52,26511.46,1908701.139,0.2,592.89,596.43,7.41,7.28,0.26
2018-05-28,604.48,623.56,602.06,623.34,42805.23,3129960.293,3.28,594.92,596.46,8.12,7.45,1.34
2018-05-29,621.99,631.42,615.66,615.79,40820.27,3029700.817,-1.21,596.98,596.54,7.98,7.55,0.86
2018-05-30,612.24,620.73,606.21,611.11,37147.1,2706486.799,-0.76,598.73,596.32,7.41,7.52,-0.22
2018-05-31,614.8,632.79,614.79,632.37,71852.87,5356222.572,3.48,600.79,596.52,8.57,7.73,1.68
2018-06-01,632.37,635.62,621.96,627.31,36177.63,2694415.012,-0.8,602.61,596.87,8.98,7.98,2.0
2018-06-04,633.4,659.12,627.95,658.34,73805.97,5697540.359,4.95,606.11,597.77,11.68,8.72,5.92
2018-06-05,662.15,669.06,654.35,663.46,52629.67,4136578.583,0.78,610.34,598.86,14.06,9.79,8.54
2018-06-06,663.41,674.32,658.62,661.52,48969.48,3870616.725,-0.29,614.31,599.75,15.62,10.96,9.32
2018-06-07,665.08,669.77,655.75,657.5,39167.78,3078137.471,-0.61,618.01,600.49,16.34,12.03,8.62
2018-06-08,656.68,661.65,648.26,654.95,34958.46,2712363.711,-0.39,621.89,601.24,16.51,12.93,7.16
2018-06-11,653.35,661.73,646.85,653.08,36547.55,2837404.005,-0.29,624.5,602.16,16.31,13.6,5.42
2018-06-12,655.0,676.46,653.73,672.84,55287.08,4385043.27,3.02,627.54,603.18,17.54,14.39,6.3
2018-06-13,673.52,675.72,664.16,665.38,35244.37,2803441.679,-1.11,630.52,603.79,17.71,15.06,5.3
2018-06-14,665.1,668.3,652.62,661.84,36159.61,2830514.231,-0.53,632.94,604.44,17.36,15.52,3.68
2018-06-15,660.2,664.79,656.7,660.31,31707.73,2455441.877,-1.63,635.18,604.87,16.77,15.77,2.0
2018-06-19,656.61,656.61,629.29,630.14,60195.87,4535664.03,-4.57,635.38,604.88,13.71,15.36,-3.3
2018-06-20,632.71,653.2,632.71,652.0,45838.02,3454583.693,3.47,636.44,605.34,12.89,14.86,-3.94
2018-06-21,653.39,665.06,647.88,648.35,39182.55,3013867.644,-0.56,637.64,605.96,11.82,14.25,-4.86
2018-06-22,643.81,654.91,640.39,654.51,28854.81,2190055.865,0.95,639.32,606.89,11.33,13.67,-4.68
2018-06-25,654.05,665.13,653.11,653.68,32934.16,2543272.262,-0.13,640.57,607.77,10.76,13.09,-4.66
2018-06-26,653.46,657.37,637.83,644.49,46577.98,3516945.435,-1.41,641.6,608.48,9.45,12.36,-5.82
2018-06-27,642.1,646.37,615.63,616.86,57298.01,4194739.085,-4.29,641.37,609.19,6.11,11.11,-10.0
2018-06-28,609.65,613.92,595.14,607.03,50833.94,3610842.734,-1.59,641.28,609.64,2.65,9.42,-13.54
2018-06-29,608.2,625.28,601.97,624.56,32929.27,2378884.218,2.89,642.17,610.46,1.3,7.79,-12.98
2018-07-02,627.17,631.28,600.26,607.56,37558.11,2709882.026,-2.72,642.33,611.04,-1.13,6.01,-14.28
2018-07-03,606.03,611.17,579.11,593.36,82837.1,5743330.241,-2.34,641.13,611.42,-4.15,3.98,-16.26
2018-07-04,590.87,597.7,587.45,589.94,37990.75,2637494.71,-0.58,640.1,611.51,-6.74,1.83,-17.14
2018-07-05,597.7,611.53,597.7,599.74,47123.8,3333680.083,1.66,639.64,611.71,-7.91,-0.11,-15.6
2018-07-06,603.68,615.57,597.07,609.75,44156.61,3140922.35,1.67,638.74,611.94,-7.95,-1.68,-12.54
2018-07-09,614.8,623.19,614.54,620.96,40572.66,2944655.287,1.84,638.49,612.39,-6.98,-2.74,-8.48
2018-07-10,622.46,624.59,609.08,619.69,29010.47,2096683.487,-0.2,636.94,612.98,-6.25,-3.44,-5.62
2018-07-11,606.24,618.19,599.59,614.42,24278.45,1736875.98,-0.85,634.98,613.58,-6.03,-3.96,-4.14
2018-07-12,613.07,632.85,613.07,629.75,40170.04,2947129.14,2.5,633.71,614.52,-4.56,-4.08,-0.96
2018-07-13,633.82,638.77,627.69,637.82,28907.04,2152944.602,1.28,632.92,615.8,-2.72,-3.81,2.18
2018-07-16,642.36,652.44,641.27,644.39,32474.87,2454501.604,1.03,632.5,617.34,-0.72,-3.19,4.94
2018-07-17,646.37,646.37,628.45,633.93,27806.03,2064190.615,-1.62,631.73,618.36,0.03,-2.55,5.16
2018-07-18,633.93,640.13,627.58,629.67,24521.71,1818760.392,-0.67,630.01,619.45,0.27,-1.98,4.5
2018-07-19,631.0,635.23,627.6,632.66,18078.5,1337080.011,0.48,628.7,620.54,0.69,-1.45,4.28
2018-07-20,633.13,634.53,621.61,632.82,30548.5,2249792.135,0.02,627.54,621.41,1.03,-0.95,3.96
2018-07-23,628.44,632.83,614.78,625.08,35969.89,2621763.717,-1.22,626.13,622.13,0.66,-0.63,2.58
2018-07-24,625.6,638.09,617.34,636.46,41808.6,3091209.135,1.82,626.38,623.22,1.28,-0.25,3.06
2018-07-25,637.79,640.29,631.86,635.11,21743.88,1618737.612,-0.21,625.7,624.51,1.64,0.13,3.02
2018-07-26,639.45,639.45,626.93,628.11,23067.26,1707662.628,-1.1,624.89,625.61,1.34,0.37,1.94
2018-07-27,628.44,635.52,623.31,630.62,20913.6,1546655.26,0.4,623.94,626.7,1.29,0.56,1.46
2018-07-30,630.91,632.42,610.51,614.1,42171.66,3058614.52,-2.62,622.36,627.64,-0.08,0.43,-1.02
2018-07-31,615.03,621.5,614.1,620.27,20683.46,1499353.469,1.01,621.39,628.18,-0.66,0.21,-1.74
2018-08-01,624.51,625.28,609.75,610.46,25237.88,1821933.661,-1.58,621.13,628.41,-1.89,-0.21,-3.36
2018-08-02,611.33,611.33,587.35,594.15,55001.43,3840134.516,-2.67,620.62,628.46,-4.13,-0.99,-6.28
2018-08-03,593.43,593.43,577.38,579.76,47336.99,3230239.085,-2.42,618.82,628.1,-6.99,-2.19,-9.6
2018-08-06,578.06,584.04,565.47,571.81,45248.12,3039091.096,-1.37,617.39,627.56,-9.78,-3.71,-12.14
2018-08-07,574.05,587.31,565.27,585.98,39085.59,2645263.31,2.48,617.1,626.91,-10.73,-5.11,-11.24
2018-08-08,586.62,588.31,573.68,577.39,29685.44,2016438.669,-1.47,616.6,626.1,-12.03,-6.5,-11.06
2018-08-09,572.94,593.0,572.19,590.77,34485.75,2368461.339,2.32,616.24,625.64,-11.85,-7.57,-8.56
2018-08-10,590.77,593.23,584.21,586.75,23817.67,1643993.563,-0.68,615.32,625.22,-11.89,-8.43,-6.92
2018-08-13,583.18,583.18,569.25,579.96,34570.41,2329262.063,-1.16,613.68,624.51,-12.33,-9.21,-6.24
2018-08-14,579.96,584.46,575.08,580.73,21696.83,1474124.248,0.13,612.12,623.88,-12.48,-9.87,-5.22
2018-08-15,580.45,580.62,564.4,565.94,34997.09,2336994.709,-2.55,610.18,622.93,-13.62,-10.62,-6.0
2018-08-16,556.7,570.79,546.45,553.66,59939.85,3908421.566,-2.17,607.14,622.0,-15.35,-11.56,-7.58
2018-08-17,561.39,561.39,537.92,542.06,46574.57,3001465.861,-2.09,603.31,621.0,-17.45,-12.74,-9.42
2018-08-20,540.01,551.19,526.69,550.54,48852.34,3081035.729,1.56,599.55,620.12,-18.22,-13.84,-8.76
2018-08-21,552.43,574.03,552.43,573.34,52249.02,3460897.975,4.14,597.13,619.28,-16.8,-14.43,-4.74
2018-08-22,572.92,574.8,566.09,570.1,20675.51,1381418.422,-0.56,594.75,618.52,-15.75,-14.69,-2.12
2018-08-23,573.52,579.32,567.95,572.25,27357.27,1836880.236,0.38,592.33,617.87,-14.58,-14.67,0.18
2018-08-24,571.21,571.21,560.51,563.78,26090.26,1725516.32,-1.48,589.57,616.73,-14.17,-14.57,0.8
2018-08-27,565.24,586.84,565.24,586.84,48016.92,3261483.99,4.09,588.04,616.06,-11.85,-14.03,4.36
2018-08-28,591.72,592.39,579.38,581.48,32488.9,2222697.903,-0.92,585.84,614.77,-10.33,-13.29,5.92
2018-08-29,582.33,588.2,579.85,585.62,27404.03,1877474.37,0.71,583.86,613.48,-8.68,-12.37,7.38
2018-08-30,587.63,591.38,579.78,580.96,33788.33,2312993.223,-0.79,581.97,612.13,-7.67,-11.43,7.52
2018-08-31,577.42,578.06,560.56,562.85,58980.93,3911486.18,-3.12,579.26,610.56,-8.23,-10.79,5.12
2018-09-03,556.71,570.09,555.69,568.85,30179.84,1992654.934,1.06,577.45,609.12,-8.1,-10.25,4.3
2018-09-04,569.35,577.21,564.91,576.39,21540.48,1441658.194,1.33,575.7,607.84,-7.3,-9.66,4.72
2018-09-05,576.35,578.05,560.98,561.66,28983.42,1927600.143,-2.56,573.74,605.99,-7.77,-9.28,3.02
2018-09-06,556.71,562.91,546.47,549.88,42370.58,2744204.071,-2.1,571.97,604.07,-8.99,-9.22,0.46
2018-09-07,551.16,561.86,550.86,555.83,29240.06,1903829.724,1.08,571.02,602.3,-9.36,-9.25,-0.22
2018-09-10,556.88,558.26,547.06,550.57,21202.2,1369296.442,-0.95,570.17,600.47,-9.97,-9.39,-1.16
2018-09-11,551.22,555.83,547.01,551.59,19496.87,1258466.309,0.19,568.79,599.16,-10.25,-9.57,-1.36
2018-09-12,549.03,550.63,536.23,537.93,41157.37,2612360.007,-2.48,567.21,597.26,-11.45,-9.94,-3.02
2018-09-13,544.76,548.17,529.39,539.62,47713.16,3004019.091,0.31,565.17,595.45,-12.11,-10.38,-3.46
2018-09-14,541.33,554.82,536.67,548.94,40900.19,2617626.839,1.73,563.65,593.69,-11.76,-10.65,-2.22
2018-09-17,550.74,557.53,547.37,551.43,29112.95,1884188.491,0.45,562.51,591.98,-11.15,-10.75,-0.8
2018-09-18,549.03,570.38,548.36,569.27,37858.68,2480477.388,3.23,562.06,590.73,-9.12,-10.43,2.62
2018-09-19,569.16,585.74,568.67,581.83,48221.84,3277470.608,2.21,562.69,590.15,-6.42,-9.62,6.4
2018-09-20,585.06,586.51,578.37,579.38,27519.48,1878075.359,-0.42,563.72,589.69,-4.43,-8.59,8.32
2018-09-21,582.33,597.71,580.63,597.71,42617.2,2945196.257,3.16,565.95,589.24,-1.36,-7.14,11.56
2018-09-25,593.43,602.63,591.94,595.15,30639.91,2142679.11,-0.43,567.73,589.03,0.86,-5.54,12.8
2018-09-26,599.49,625.6,599.4,618.99,72287.77,5200777.033,4.0,569.56,589.46,4.49,-3.53,16.04
2018-09-27,621.18,621.61,610.85,618.19,40508.53,2918965.007,-0.13,571.48,589.93,7.22,-1.38,17.2
2018-09-28,620.5,626.05,613.82,623.31,35089.8,2551115.844,0.83,573.52,590.32,9.68,0.83,17.7
2018-10-08,610.86,613.92,585.87,585.87,82745.02,5798721.501,-6.01,574.41,589.92,8.52,2.37,12.3
2018-10-09,586.51,596.6,585.66,593.43,40222.83,2785526.957,1.29,574.67,589.46,8.11,3.52,9.18
2018-10-10,595.36,595.99,571.82,572.87,63098.2,4288785.948,-3.46,574.32,588.68,6.06,4.02,4.08
2018-10-11,542.21,571.18,542.21,550.73,91581.96,5953169.079,-3.86,572.93,587.62,2.61,3.74,-2.26
2018-10-12,555.86,574.37,555.5,570.38,54472.56,3599837.217,3.57,572.51,586.63,1.45,3.28,-3.66
2018-10-15,571.65,573.75,563.57,569.44,35607.3,2372056.68,-0.16,572.77,585.49,0.45,2.72,-4.54
2018-10-16,568.65,580.22,565.26,569.64,26393.6,1766613.793,0.04,572.8,584.25,-0.32,2.11,-4.86
2018-10-17,576.35,578.32,554.92,568.43,43077.07,2846537.063,-0.21,572.48,583.16,-1.02,1.48,-5.0
2018-10-18,563.54,563.54,550.71,551.54,52156.07,3394332.712,-2.97,572.08,581.85,-2.9,0.61,-7.02
2018-10-19,544.76,576.35,542.27,572.08,76199.38,4973381.203,3.72,572.97,580.84,-2.7,-0.05,-5.3
2018-10-22,576.35,599.42,576.35,591.72,73108.57,5036971.569,3.43,574.4,580.16,-0.95,-0.23,-1.44
2018-10-23,588.31,588.31,542.2,547.95,123112.73,8076618.589,-7.4,574.3,578.87,-3.06,-0.8,-4.52
2018-10-24,536.31,555.01,529.39,543.9,76112.82,4818473.584,-0.74,573.99,577.33,-5.0,-1.64,-6.72
2018-10-25,529.39,531.52,519.64,528.54,75568.38,4657019.123,-2.82,573.61,575.56,-7.69,-2.85,-9.68
2018-10-26,528.54,533.66,519.13,520.94,55327.38,3388947.805,-1.44,572.87,573.77,-10.31,-4.34,-11.94
2018-10-29,468.84,468.84,468.84,468.84,49076.0,2694714.084,-10.0,569.66,571.07,-16.41,-6.76,-19.3
2018-10-30,435.47,463.64,434.63,447.42,204396.67,10663392.394,-4.57,565.5,568.29,-22.71,-9.95,-25.52
2018-10-31,449.98,473.89,445.71,468.68,96884.82,5239853.122,4.75,561.48,565.77,-25.69,-13.09,-25.2
2018-11-01,473.89,499.93,470.69,480.72,98106.72,5581027.253,2.57,557.43,563.61,-26.77,-15.83,-21.88
2018-11-02,499.51,512.31,488.61,512.23,89156.96,5227695.093,6.55,554.75,562.24,-24.79,-17.62,-14.34
2018-11-05,506.34,506.34,488.21,491.65,75517.08,4373994.135,-4.02,550.51,560.77,-24.61,-19.02,-11.18
2018-11-06,490.11,490.25,476.46,483.28,45566.14,2572068.93,-1.7,546.03,559.3,-24.85,-20.19,-9.32
2018-11-07,485.84,490.92,479.87,483.62,38107.78,2165679.706,0.07,540.62,557.59,-24.73,-21.09,-7.28
2018-11-08,490.11,492.67,484.99,486.99,33763.74,1933594.956,0.7,535.37,556.08,-24.08,-21.69,-4.78
2018-11-09,484.32,485.84,479.87,479.87,24336.82,1374731.688,-1.46,529.63,554.24,-23.87,-22.13,-3.48
2018-11-12,472.18,473.21,458.35,471.33,67824.22,3709848.786,-1.78,525.05,552.31,-24.12,-22.53,-3.18
2018-11-13,466.31,486.7,463.64,486.7,66429.05,3695850.099,3.26,520.78,550.76,-22.8,-22.58,-0.44
2018-11-14,486.66,486.66,471.8,473.97,41766.83,2331999.884,-2.61,516.82,548.98,-22.53,-22.57,0.08
2018-11-15,477.13,482.26,474.32,477.9,30833.4,1728199.015,0.83,513.91,547.51,-21.75,-22.41,1.32
2018-11-16,479.01,483.28,476.48,478.16,28938.79,1625453.517,0.05,510.22,546.25,-20.87,-22.1,2.46
2018-11-19,478.41,488.41,477.4,485.86,36179.25,2052509.531,1.61,506.88,545.32,-19.33,-21.55,4.44
2018-11-20,482.43,484.99,478.16,479.52,26943.26,1514353.125,-1.3,503.27,544.13,-18.4,-20.92,5.04
2018-11-21,473.04,485.76,472.76,482.17,27107.3,1527915.052,0.55,499.82,542.61,-17.26,-20.18,5.84
2018-11-22,482.56,484.42,476.45,482.0,21213.33,1193347.565,-0.04,497.04,541.14,-16.18,-19.38,6.4
2018-11-23,481.57,484.39,475.51,475.51,20126.21,1126652.921,-1.35,493.18,539.53,-15.67,-18.64,5.94
2018-11-26,476.45,478.33,471.33,471.42,19120.19,1063536.979,-0.86,488.37,537.99,-15.41,-17.99,5.16
2018-11-27,471.33,473.88,466.63,468.0,20233.82,1112920.631,-0.73,485.17,536.01,-15.31,-17.46,4.3
2018-11-28,470.35,477.47,465.78,475.6,27737.93,1535544.366,1.62,482.44,534.25,-14.45,-16.86,4.82
2018-11-29,483.31,486.53,468.77,470.99,45069.45,2524752.31,-0.97,480.13,532.34,-13.98,-16.28,4.6
2018-11-30,475.6,485.75,472.18,482.43,49010.46,2762808.219,2.43,478.59,530.69,-12.54,-15.53,5.98
2018-12-03,502.92,516.58,499.31,513.34,83414.68,4964130.146,6.41,480.37,529.87,-8.8,-14.19,10.78
2018-12-04,514.87,515.95,508.04,514.22,31473.88,1888148.735,0.17,483.05,528.96,-5.7,-12.49,13.58
2018-12-05,510.18,526.4,508.04,520.94,41588.19,2523641.849,1.31,485.14,528.04,-2.67,-10.53,15.72
2018-12-06,512.31,517.42,504.08,505.31,37758.07,2250440.655,-3.0,486.12,527.1,-1.52,-8.72,14.4
2018-12-07,508.56,511.34,499.25,501.21,26841.67,1583970.32,-0.81,485.68,526.28,-0.92,-7.16,12.48
2018-12-10,491.82,501.64,490.27,492.87,24640.68,1427993.218,-1.66,485.73,525.24,-1.11,-5.95,9.68
2018-12-11,492.67,500.83,492.67,497.79,16316.6,949962.155,1.0,486.31,524.36,-0.85,-4.93,8.16
2018-12-12,502.74,503.09,497.63,502.92,19921.54,1168089.518,1.03,487.08,523.54,-0.23,-3.99,7.52
2018-12-13,503.77,518.19,503.43,513.81,40399.41,2427823.194,2.16,488.15,523.14,1.13,-2.97,8.2
2018-12-14,510.61,512.14,505.48,506.3,24554.48,1461585.126,-1.46,489.21,522.59,1.58,-2.06,7.28
2018-12-17,505.97,508.87,499.51,504.22,24895.85,1466942.952,-0.41,490.53,521.84,1.75,-1.3,6.1
2018-12-18,500.26,505.09,499.51,504.58,19222.18,1130221.286,0.07,491.24,521.06,1.89,-0.66,5.1
2018-12-19,502.92,504.62,491.85,493.36,25715.96,1501321.336,-2.22,492.02,519.8,1.09,-0.31,2.8
2018-12-20,492.01,496.52,485.75,490.54,26940.98,1549600.76,-0.57,492.52,518.27,0.22,-0.2,0.84
2018-12-21,487.55,489.64,480.05,484.49,30640.43,1736537.277,-1.23,492.78,516.69,-0.94,-0.35,-1.18
2018-12-24,481.15,487.47,476.45,484.99,19109.86,1080787.424,0.1,492.74,514.81,-1.81,-0.64,-2.34
2018-12-25,480.05,484.56,472.7,483.1,26592.86,1490157.587,-0.39,492.88,512.95,-2.61,-1.04,-3.14
2018-12-26,481.41,485.33,476.45,478.23,17866.2,1005617.678,-1.01,492.73,510.6,-3.6,-1.55,-4.1
2018-12-27,486.7,488.28,480.05,480.72,29493.57,1670211.285,0.52,492.68,508.31,-4.14,-2.07,-4.14
2018-12-28,480.98,509.24,478.16,503.78,63678.37,3705150.49,4.8,493.81,506.32,-2.67,-2.19,-0.96
2019-01-02,520.83,522.56,508.05,511.44,62286.49,3754387.984,,495.41,505.08,-0.88,-1.93,2.1
2019-01-03,512.29,513.73,500.19,503.77,30977.35,1838179.174,-1.5,496.84,503.58,-0.08,-1.56,2.96
2019-01-04,501.45,518.86,496.96,514.02,37683.47,2258501.484,2.03,498.37,502.6,1.37,-0.97,4.68
2019-01-07,519.14,522.56,514.21,517.0,34750.13,2105981.461,0.58,500.22,502.04,2.72,-0.23,5.9
2019-01-08,517.01,522.56,512.55,516.4,28838.13,1750413.219,-0.12,501.57,501.14,3.7,0.55,6.3
2019-01-09,520.84,534.65,520.03,526.08,49892.27,3084214.779,1.87,502.08,500.42,5.2,1.48,7.44
2019-01-10,526.94,533.56,521.06,528.34,29043.9,1797683.134,0.43,502.65,499.73,6.5,2.49,8.02
2019-01-11,533.66,543.91,528.32,542.95,38884.21,2445929.483,2.77,503.53,499.3,8.61,3.71,9.8
2019-01-14,540.49,542.96,530.71,533.32,25648.9,1606308.126,-1.77,504.65,499.0,9.39,4.85,9.08
2019-01-15,536.1,564.83,533.66,563.53,55764.85,3613919.068,5.66,507.14,498.86,12.31,6.34,11.94
2019-01-16,561.84,568.37,558.08,564.48,42083.64,2775103.93,0.17,510.01,498.4,14.53,7.98,13.1
2019-01-17,566.11,571.83,559.96,562.9,30284.76,2004454.115,-0.28,512.61,498.65,15.98,9.58,12.8
2019-01-18,567.81,589.33,564.83,583.7,68609.18,4647515.824,3.7,515.84,499.32,18.59,11.38,14.42
2019-01-21,589.16,596.74,582.23,586.58,47051.93,3242615.722,0.49,518.75,500.28,20.66,13.24,14.84
2019-01-22,585.74,585.74,568.0,572.94,42122.21,2834735.031,-2.33,521.42,501.15,20.95,14.78,12.34
2019-01-23,569.71,575.93,566.22,568.38,33624.81,2247371.221,-0.8,523.98,502.81,20.58,15.94,9.28
2019-01-24,572.34,578.77,567.54,574.22,29155.27,1960227.058,1.03,526.77,504.92,20.52,16.86,7.32
2019-01-25,577.1,584.81,572.02,580.37,28986.35,1966232.09,1.07,530.25,506.78,20.73,17.63,6.2
2019-01-28,584.04,592.56,577.23,578.06,36102.87,2476277.972,-0.4,533.75,508.41,20.47,18.2,4.54
2019-01-29,578.49,587.45,570.38,584.89,30342.59,2069407.513,1.18,537.77,509.62,20.58,18.67,3.82
2019-01-30,584.88,585.93,577.21,577.21,22699.96,1545353.573,-1.31,541.46,511.04,19.82,18.9,1.84
2019-01-31,580.62,588.82,578.54,588.82,36696.57,2515374.97,2.01,545.69,512.8,19.93,19.11,1.64
2019-02-01,595.17,596.84,588.83,591.44,30520.62,2121326.14,0.45,550.21,514.6,19.99,19.29,1.4
2019-02-11,593.43,622.89,587.61,619.3,58140.75,4143849.806,4.71,555.76,516.8,22.03,19.83,4.4
2019-02-12,617.34,619.46,610.68,613.0,35091.43,2521840.124,-1.02,560.13,519.02,22.88,20.44,4.88
2019-02-13,617.34,628.57,612.4,627.8,35677.06,2589623.528,2.41,564.78,521.63,24.47,21.25,6.44
2019-02-14,624.34,634.98,623.43,629.43,32258.13,2375987.077,0.26,569.81,524.01,25.56,22.11,6.9
2019-02-15,627.48,627.48,617.35,618.86,23237.98,1691515.518,-1.68,574.0,526.43,25.28,22.74,5.08
2019-02-18,624.17,636.08,624.17,631.85,37745.89,2787522.993,2.1,578.59,528.99,25.81,23.36,4.9
